2013-11-24 17:16:45.508230, 65.28.79.18,0,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,1,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,2,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,3,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,4,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,5,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,6,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,7,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,8,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,9,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,10,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,11,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,12,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,13,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,14,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,15,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,16,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,17,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,18,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,19,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,20,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,21,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,22,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,23,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,24,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,25,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,26,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,27,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,28,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,29,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,30,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,31,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,32,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,33,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,34,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,35,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,36,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,37,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,38,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,39,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,40,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,41,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,42,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,43,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,44,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,45,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,46,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,47,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,48,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,49,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,50,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,51,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,52,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,53,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,54,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,55,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,56,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,57,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,58,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,59,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,60,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,61,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,62,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,63,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,64,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,65,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,66,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,67,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,68,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,69,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,70,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,71,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,72,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,73,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,74,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,75,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,76,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,77,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,78,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,79,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,80,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,81,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,82,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,83,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,84,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,85,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,86,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,87,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,88,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,89,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,90,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,91,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,92,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,93,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,94,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,95,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,96,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,97,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,98,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,99,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,100,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,101,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,102,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,103,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,104,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,105,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,106,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,107,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,108,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,109,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,110,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,111,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,112,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,113,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,114,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,115,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,116,CLOSED
2013-11-24 17:16:45.508230, 65.28.79.18,117,CLOSED
